"","ID","kingdom","phylum","class","nameUk","BernAppendix2","BernAppendix3","Bonn","AEWA","IUCN","BernResolution6","ЧКУ","BernAppendix1","CITES","EUROBATS","ACCOBAMS","BirdsDirective","HabitatsDirective","Invasive","ЧС_Полтавська","ЧС_Чернівецька","ЧС_Житомирська","ЧС_Вінницька","ЧС_Харківська","ЧС_Чернігівська","ЧС_Черкаська","ЧС_Івано_Франківська","ЧС_Рівненська","ЧС_Одеська","ЧС_Сумська","ЧС_Закарпатська","ЧС_Львівська","ЧС_Миколаївська","ЧС_Донецька","ЧС_Херсонська","ЧС_Севастополь","ЧС_Тернопільська","ЧС_Київ","ЧС_Волинська","ЧС_Хмельницька","ЧС_Запорізька","ЧС_Кіровоградська","ЧС_Луганська","ЧС_Київська","ЧС_Дніпропетровська"
"1189",1189,"Animalia","Arthropoda","Insecta","Каптурниця пишна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"1190",1190,"Animalia","Arthropoda","Insecta","Каптурниця блискуча","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1191",1191,"Animalia","Arthropoda","Insecta","Каптурниця срібляста","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"1192",1192,"Animalia","Arthropoda","Insecta","Каптурниця срібна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"1193",1193,"Animalia","Arthropoda","Insecta","Каптурниця молочно-біла","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1194",1194,"Animalia","Arthropoda","Insecta","Каптурниця лінива","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1195",1195,"Animalia","Arthropoda","Insecta","Совка Гайварда","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1196",1196,"Animalia","Arthropoda","Insecta","Совка Люціпета","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1197",1197,"Animalia","Arthropoda","Insecta","Совка агатова зелена","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1198",1198,"Animalia","Arthropoda","Insecta","Совка велика похмура","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"1199",1199,"Animalia","Arthropoda","Insecta","Совка розкішна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1200",1200,"Animalia","Arthropoda","Insecta","Евхальція різнобарвна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1201",1201,"Animalia","Arthropoda","Insecta","Совка залізнякова рожева","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1202",1202,"Animalia","Arthropoda","Insecta","Совка лещицева","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1203",1203,"Animalia","Arthropoda","Insecta","Совка рутвицева денна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1204",1204,"Animalia","Arthropoda","Insecta","Совка Трейчке","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1205",1205,"Animalia","Arthropoda","Insecta","Совка сокиркова","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"1206",1206,"Animalia","Arthropoda","Insecta","Панхризія золочена","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1207",1207,"Animalia","Arthropoda","Insecta","Металовидка родовикова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","yes","","","","","","","yes","","","","","",""
"1208",1208,"Animalia","Arthropoda","Insecta","Ведмедиця велика","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1209",1209,"Animalia","Arthropoda","Insecta","Ведмедиця-господиня","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1210",1210,"Animalia","Arthropoda","Insecta","Ведмедиця Гера","","","","",NA,"yes","","","","","",NA,NA,"","","","yes","","","","","","","","yes","","","","","","","","","","","","","","","yes"
"1211",1211,"Animalia","Arthropoda","Insecta","Ковалик фіолетовий","","","","",NA,"yes","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1212",1212,"Animalia","Arthropoda","Insecta","Ведмедиця плямиста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","yes","","","","","","","","","","yes"
"1213",1213,"Animalia","Arthropoda","Insecta","Ведмедиця Метелькана","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","yes","","","","","",""
"1214",1214,"Animalia","Arthropoda","Insecta","Ведмедиця чиста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1215",1215,"Animalia","Arthropoda","Insecta","Міль перистовуса букова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1216",1216,"Animalia","Arthropoda","Insecta","Китицехвіст степовий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"1217",1217,"Animalia","Arthropoda","Insecta","Красик веселий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"1218",1218,"Animalia","Arthropoda","Insecta","Красик понтійський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1219",1219,"Animalia","Arthropoda","Insecta","Міль трутовикова велетенська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220",1220,"Animalia","Arthropoda","Insecta","Листовійка Єрмоленка","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1221",1221,"Animalia","Arthropoda","Insecta","Листовійка півонієва Віри","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1222",1222,"Animalia","Arthropoda","Insecta","Листовійка Медведєва","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1223",1223,"Animalia","Arthropoda","Insecta","Гліфіптерикс півниковий угорський","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224",1224,"Animalia","Arthropoda","Insecta","Плероневра хвойна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1225",1225,"Animalia","Arthropoda","Insecta","Бластикотома папоротева","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1226",1226,"Animalia","Arthropoda","Insecta","Рогохвіст-авгур","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1227",1227,"Animalia","Arthropoda","Insecta","Ксифідрія строката","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1228",1228,"Animalia","Arthropoda","Insecta","Коновія Маркевича","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1229",1229,"Animalia","Arthropoda","Insecta","Орусcус паразитичний","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"1230",1230,"Animalia","Arthropoda","Insecta","Орусcус чорний","","","","",NA,"","недостатньо відомий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1231",1231,"Animalia","Arthropoda","Insecta","Пахіцефус степовий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"1232",1232,"Animalia","Arthropoda","Insecta","Янус червононогий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1233",1233,"Animalia","Arthropoda","Insecta","Каламевта жовта","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1234",1234,"Animalia","Arthropoda","Insecta","Цефус Загайкевича","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1235",1235,"Animalia","Arthropoda","Insecta","Харакопіг скіфський","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236",1236,"Animalia","Arthropoda","Insecta","Ценоліда сітчаста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1237",1237,"Animalia","Arthropoda","Insecta","Акантоліда жовтоголова","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1238",1238,"Animalia","Arthropoda","Insecta","Мегалодонт середній","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239",1239,"Animalia","Arthropoda","Insecta","Абія виблискуюча","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240",1240,"Animalia","Arthropoda","Insecta","Абія блискуча","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1241",1241,"Animalia","Arthropoda","Insecta","Арге Беккера","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1242",1242,"Animalia","Arthropoda","Insecta","Арге терновий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1243",1243,"Animalia","Arthropoda","Insecta","Макрофія тевтонська","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1244",1244,"Animalia","Arthropoda","Insecta","Сіобла бальзамінова","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
