verbatimScientificName,kingdom,phylum,class,nameUk,BernAppendix2,BernAppendix3,Bonn,AEWA,BernResolution6,HabitatsDirectiveAnnex_V,HabitatsDirectiveAnnex_IV,HabitatsDirectiveAnnex_II,BirdsDirectiveAnnex_IІ,BirdsDirectiveAnnex_I,ЧКУ,IUCN,BernAppendix1,EUROBATS,ACCOBAMS,Invasive,ЧС_Полтавська,ЧС_Чернівецька,ЧС_Житомирська,ЧС_Вінницька,ЧС_Харківська,ЧС_Чернігівська,ЧС_Черкаська,ЧС_Івано_Франківська,ЧС_Рівненська,ЧС_Одеська,ЧС_Сумська,ЧС_Закарпатська,ЧС_Львівська,ЧС_Миколаївська,ЧС_Донецька,ЧС_Херсонська,ЧС_Севастополь,ЧС_Тернопільська,ЧС_Київ,ЧС_Волинська,ЧС_Хмельницька,ЧС_Запорізька,ЧС_Кіровоградська,ЧС_Луганська,ЧС_Київська,ЧС_Дніпропетровська
"Myrrha octodecimguttata (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Сонечко вісімнадцятикрапкове,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Sospita vigintiguttata (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Сонечко двадцятиплямисте,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Mycetophagus decempunctatus Fabricius, 1801",Animalia,Arthropoda,Insecta,Грибоїд десятикрапковий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Mycetophagus populi Fabricius, 1798",Animalia,Arthropoda,Insecta,Грибоїд тополевий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Melandrya barbata (Fabricius, 1787)",Animalia,Arthropoda,Insecta,Тінелюб бородатий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Phryganophilus auritus Motschulsky, 1845",Animalia,Arthropoda,Insecta,Тінелюб витончений,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Dircaea quadriguttata (Paykull, 1798)",Animalia,Arthropoda,Insecta,Тінелюб чотириплямистий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Hypulus quercinus (Quensel, 1790)",Animalia,Arthropoda,Insecta,Тінелюб дубовий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Metoecus paradoxus (Linnaeus, 1761)",Animalia,Arthropoda,Insecta,Метекус парадоксальний,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Akimerus schaefferi (Laicharting, 1784)",Animalia,Arthropoda,Insecta,Акімерус Шеффера,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Carabus irregularis Fabricius, 1792",Animalia,Arthropoda,Insecta,Турун нерегулярно-ямковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Liocola lugubris (Herbst, 1786)",Animalia,Arthropoda,Insecta,Бронзівка мармурова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Eurythyrea austriaca (Linnaeus, 1767)",Animalia,Arthropoda,Insecta,Евритирея австрійська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Pieris bryoniae (Hubner, 1806)",Animalia,Arthropoda,Insecta,Білан гірський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Hipparchia hermione Linnaeus, 1764",Animalia,Arthropoda,Insecta,Сатир герміона,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Scolitantides orion (Pallas, 1771)",Animalia,Arthropoda,Insecta,Синявець оріон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,yes
"Glaucopsyche alexis (Poda, 1761)",Animalia,Arthropoda,Insecta,Синявець алексис,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,
"Plebejus optilete (Knoch, 1781)",Animalia,Arthropoda,Insecta,Синявець торф’яниковий,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,yes,,,,,,
"Arctia villica Linnaeus, 1758",Animalia,Arthropoda,Insecta,Ведмедиця сільська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Diachrysia chryson (Esper, 1789)",Animalia,Arthropoda,Insecta,Металовидка шавлієва,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Dolomedes plantarius (Clerck, 1757)",Animalia,Arthropoda,Arachnida,Мисливець-доломедес рослинний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,
"Saloca kulczynskii Miller & Kratochv?l, 1939",Animalia,Arthropoda,Arachnida,Сальока Кульчинського,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Steatoda meridionalis Kulczynski, 1894",Animalia,Arthropoda,Arachnida,Стеатода мерідіоналіс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Steatoda paykulliana (Walckenaer, 1806)",Animalia,Arthropoda,Arachnida,Стеатода Пайкулля,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Callidium aeneum Degeer, 1775",Animalia,Arthropoda,Insecta,Плосковусач бронзовий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Lestes dryas Kirby, 1890",Animalia,Arthropoda,Insecta,Лютка-дріада,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Calopteryx splendens Harris, 1780",Animalia,Arthropoda,Insecta,Красуня блискуча,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Coenagrion puella Linnaeus, 1758",Animalia,Arthropoda,Insecta,Стрілка-дівчина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Enallagma cyathigerum Charpentier, 1840",Animalia,Arthropoda,Insecta,Стрілка голуба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Orthetrum brunneum Fonscolombe, 1837",Animalia,Arthropoda,Insecta,Бабка брунатна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Orthetrum coerulescens Fabricius, 1798",Animalia,Arthropoda,Insecta,Рівночеревець синіючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Clytus tropicus (Panzer, 1795)",Animalia,Arthropoda,Insecta,Кліт тропічний,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Agapanthia kirbyi (Gyllenhal, 1817)",Animalia,Arthropoda,Insecta,Агапантія Кірбі,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Apsis albolineata (Fabricius, 1792)",Animalia,Arthropoda,Insecta,Апсіс білосмужковий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Barypeithes lebedevi (Roubal, 1926)",Animalia,Arthropoda,Insecta,Баріпеїтес Лебедєва,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,
"Euidosomus acuminatus (Boheman, 1840)",Animalia,Arthropoda,Insecta,Довгоносик гострокрилий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Otiorhynchus asphaltinus Germar, 1824",Animalia,Arthropoda,Insecta,Скосар асфальтово-чорний,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Phyllobius jacobsoni Smirnov, 1913",Animalia,Arthropoda,Insecta,Філобіус Якобсона,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Polydrusus ornatus Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Полідрузус прикрашений,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Ptochus porcellus Boheman, 1834",Animalia,Arthropoda,Insecta,Птохус-порося,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Sauromates arnoldii Korotyaev, 1992",Animalia,Arthropoda,Insecta,Савроматес Арнольді,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Phyllodesma tremulifolia (Hubner, 1810)",Animalia,Arthropoda,Insecta,Коконопряд осиковолистий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Muschampia proto (Ochsenheimer, 1808)",Animalia,Arthropoda,Insecta,Головчак Прото,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Hesperia comma Linnaeus, 1758",Animalia,Arthropoda,Insecta,Головчак кома,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,
"Pseudophilotes vicrama (Moore, 1865)",Animalia,Arthropoda,Insecta,Синявець Вікрама,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes
"Brenthis ino (von Rottemburg, 1775)",Animalia,Arthropoda,Insecta,Перлівець Іно,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Coenonympha tullia Muller, 1764",Animalia,Arthropoda,Insecta,Прочанок болотяний,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,yes,,,,,,
"Catephia alchymista (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Катефія білострічкова,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Hecatera cappa (Hubner, 1809)",Animalia,Arthropoda,Insecta,Совка каппа,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes
"Epatolmis caesarea (Goeze, 1781)",Animalia,Arthropoda,Insecta,Ведмедиця чорна,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Parnopes grandior (Pallas, 1771)",Animalia,Arthropoda,Insecta,Парнопес великий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,
"Discoelius dufourii Lepeletier, 1841",Animalia,Arthropoda,Insecta,Дисцелія Дюфура,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Bembix olivacea Fabricius, 1787",Animalia,Arthropoda,Insecta,Бембікс середземноморський,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,
"Andrena nasuta Giraud, 1863",Animalia,Arthropoda,Insecta,Андрена носата,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Andrena aberrans Eversmann, 1852",Animalia,Arthropoda,Insecta,Андрена рокитникова,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,
"Pseudapis femoralis (Pallas, 1773)",Animalia,Arthropoda,Insecta,Псевдоапіс (бджола-номія) стегновий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes
"Macropis frivaldskyi Mocsary, 1878",Animalia,Arthropoda,Insecta,Макропіс Фрівальдського,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,
"Lithurgus chrysurus Fonscolombe, 1834",Animalia,Arthropoda,Insecta,Літург жовтохвостий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Anthidium septemspinosum Lepeletier, 1841",Animalia,Arthropoda,Insecta,Антідія семишипа,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Osmia bicolor (Schrank, 1781)",Animalia,Arthropoda,Insecta,Осмія двокольорова,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,yes,,,,,,,,,,,
"Megachile octosignata Nylander, 1852",Animalia,Arthropoda,Insecta,Мегахіла (бджола-листоріз) восьмипозначкова,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes
"Colletes nasutus Smith, 1853",Animalia,Arthropoda,Insecta,Колет носатий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes
"Anthophora fulvipes Eversmann, 1846",Animalia,Arthropoda,Insecta,Антофора рудувата,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Epeoloides coecutiens (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Епеолоїдес цекутієнс,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Ammobatoides abdominalis (Eversmann, 1852)",Animalia,Arthropoda,Insecta,Амобатоїдес черевний,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Ammobates armeniacus Morawitz, 1876",Animalia,Arthropoda,Insecta,Амобатес вірменський,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Bombus serrisquama Morawitz, 1888",Animalia,Arthropoda,Insecta,Джміль Каллума пластинчастозубий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes
"Merodon nana (Sack, 1931)",Animalia,Arthropoda,Insecta,Зубарик карликовий,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Sabanejewia baltica Witkowski, 1994",Animalia,Chordata,Actinopterygii,Золотиста північна щипавка,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Benthophilus durrelli Boldyrev & Bogutskaya, 2004",Animalia,Chordata,Actinopterygii,Донський бичок-пуголовок,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Ophelia bicornis Savigny, 1822",Animalia,Annelida,Polychaeta,Офелія дворога,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eisenia gordejeffi Michaelsen, 1899",Animalia,Annelida,Oligochaeta,Ейзенія Гордєєва,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Dendrobaena mariupolienis Wyssotzky, 1898",Animalia,Annelida,Oligochaeta,Дендробена маріупольська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batracobdella algira (Moquin-Tandon, 1846)",Animalia,Annelida,Hirudinea,Жабоп’явка алжирська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirudo medicinalis Linnaeus, 1758",Animalia,Annelida,Hirudinea,П’явка медична,,yes,,,,yes,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Hirudo verbana Carena, 1820",Animalia,Annelida,Hirudinea,П’явка аптечна,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Archaeobdella esmonti Grimm, 1876",Animalia,Annelida,Hirudinea,Археобдела каспійська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Dina stschegolewi (Lukin & Epstein, 1960)",Animalia,Annelida,Hirudinea,Глотківка Щоголева,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Erpobdella vilnensis (Liskiewicz, 1925)",Animalia,Annelida,Hirudinea,Глотківка віленська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trocheta subviridis Dutrochet, 1817",Animalia,Annelida,Hirudinea,Трохета потайна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Trocheta cylindrica Orley, 1886",Animalia,Annelida,Hirudinea,Трохета струмкова,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trocheta danastrica Stschegolew, 1938",Animalia,Annelida,Hirudinea,Трохета дністровська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trocheta bykowskii Gedroyc, 1913",Animalia,Annelida,Hirudinea,Трохета Биковського,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fadejewobdella quinqueannulata (Lukin, 1929)",Animalia,Annelida,Hirudinea,Псевдотрохета п’ятикільчаста,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Chromadorina bioculata (Schultze, 1857) Wieser, 1954",Animalia,Nematoda,Chromadorea,Хромадорина двоока,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Caspia knipowitchi Makarov, 1938",Animalia,Mollusca,Gastropoda,Каспія Кніповича,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laevicaspia lincta (Milaschewitsch, 1908)",Animalia,Mollusca,Gastropoda,Вежка льодяникова,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Marstoniopsis insubrica (Kuster, 1853)",Animalia,Mollusca,Gastropoda,Водяничка інсубрійська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pomatias rivularis (Eichwald, 1829)",Animalia,Mollusca,Gastropoda,Кругловустик струмковий,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acicula parcelineata (Clessin, 1911)",Animalia,Mollusca,Gastropoda,Скалочка карпатська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Platyla perpusilla (Reinhardt, 1880)",Animalia,Mollusca,Gastropoda,Скалочка крихітна,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Segmentina nitida (O.F.Muller, 1774)",Animalia,Mollusca,Gastropoda,Сегментина блискуча,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
"Platyla polita (Hartmann, 1840)",Animalia,Mollusca,Gastropoda,Скалочка блискуча,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lymnaea taurica (Clessin, 1880)",Animalia,Mollusca,Gastropoda,Петрик таврійський,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lymnaea clavata Westerlund, 1885",Animalia,Mollusca,Gastropoda,Ставковик булавоподібний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lymnaea pachyta Westerlund, 1890",Animalia,Mollusca,Gastropoda,Ставковик потовщений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ladislavella terebra (Westerlund, 1885)",Animalia,Mollusca,Gastropoda,Петрик свердлоподібний,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sphyradium doliolum (Bruguiere, 1792)",Animalia,Mollusca,Gastropoda,Бочівка шипаста,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Argna bielzi (Rossmassler, 1859)",Animalia,Mollusca,Gastropoda,Аргна карпатська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anisus vorticulus (Troschel, 1834)",Animalia,Mollusca,Gastropoda,Котушка загорнута безкільова,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pupilla alpicola (Charpentier, 1837)",Animalia,Mollusca,Gastropoda,Крихітка альпійська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pupilla sterrii (Forster, 1840)",Animalia,Mollusca,Gastropoda,Крихітка скельова,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pupilla triplicata (Studer, 1820)",Animalia,Mollusca,Gastropoda,Крихітка тризуба,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
"Vertigo moulinsiana (Dupuy, 1849)",Animalia,Mollusca,Gastropoda,Закрутка трав’яна,,,,,yes,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vertigo geyeri Lindholm, 1925",Animalia,Mollusca,Gastropoda,Закрутка болотяна,,,,,yes,,,,,,зниклий у природі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vertigo angustior Jeffreys, 1830",Animalia,Mollusca,Gastropoda,Закрутка вузькорота,,,,,yes,,,,,,рідкісний,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"Helix lucorum Linnaeus, 1758",Animalia,Mollusca,Gastropoda,Слимак великий строкатий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Helix pomatia Linnaeus, 1758",Animalia,Mollusca,Gastropoda,Слимак виноградний,,yes,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
"Truncatellina claustralis (Gredler, 1856)",Animalia,Mollusca,Gastropoda,Циліндриця південна,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granaria frumentum (Draparnaud, 1801)",Animalia,Mollusca,Gastropoda,Бескидниця сутінкова,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chondrina arcadica (Reinhardt, 1881)",Animalia,Mollusca,Gastropoda,Бескидниця аркадійська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chondrina avenacea (Bruguiere, 1792)",Animalia,Mollusca,Gastropoda,Хондрина вівсяна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupestrella rhodia (Roth, 1839)",Animalia,Mollusca,Gastropoda,Бескидниця родоська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peristoma merduenianum Krynicki, 1833",Animalia,Mollusca,Gastropoda,Круглозубка ущелинна,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramusculus subulatus (Rossmassler, 1837)",Animalia,Mollusca,Gastropoda,Пелюшниця струнка,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mastus bielzi (Kimakowicz, 1890)",Animalia,Mollusca,Gastropoda,Обжерка карпатська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serrulina serrulata (Pfeiffer, 1847)",Animalia,Mollusca,Gastropoda,Серуліна зубчаста,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elia novorossica (Retowski, 1888)",Animalia,Mollusca,Gastropoda,Елія нагольняньська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruthenica filograna (Rossmassler, 1836)",Animalia,Mollusca,Gastropoda,Русинка тендітна,,,,,,,,,,,рідкісний,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,
"Macrogastra borealis (Boettger, 1878)",Animalia,Mollusca,Gastropoda,Пралісниця північна,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macrogastra plicatula (Draparnaud, 1801)",Animalia,Mollusca,Gastropoda,Пралісниця струнка,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
"Macrogastra tumida (Rossmassler, 1836)",Animalia,Mollusca,Gastropoda,Пралісниця карпатська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clausilia pumila Pfeiffer, 1828",Animalia,Mollusca,Gastropoda,Заслонниця мала,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clausilia cruciata (Studer, 1820)",Animalia,Mollusca,Gastropoda,Заслонниця деревна,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vestia elata (Rossmassler, 1836)",Animalia,Mollusca,Gastropoda,Вестія шляхетна,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pseudalinda fallax (Rossmassler, 1836)",Animalia,Mollusca,Gastropoda,Веретенка оманлива,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Discus perspectivus (Megerle von Muhlfeld, 1816)",Animalia,Mollusca,Gastropoda,Пупкалик пралісовий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vitrea nadejdae Lindholm, 1926",Animalia,Mollusca,Gastropoda,Кришталівка кримська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taurinellushka babugana Balashov, 2014",Animalia,Mollusca,Gastropoda,Таврінелятко бабуганське,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oxychilus kobelti (Lindholm, 1910)",Animalia,Mollusca,Gastropoda,Лищак велетенський,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mediterranea inopinata (Ulicny, 1887)",Animalia,Mollusca,Gastropoda,Лищак степовий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daudebardia rufa (Draparnaud, 1805)",Animalia,Mollusca,Gastropoda,Даудебардія руда,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Daudebardia brevipes (Draparnaud, 1805)",Animalia,Mollusca,Gastropoda,Даудебардія коротконога,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Drobacia banatica (Rossmassler, 1838)",Animalia,Mollusca,Gastropoda,Дробація банатська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arianta aethyops (M.Bielz, 1851)",Animalia,Mollusca,Gastropoda,Аріанта чорна,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trochulus villosulus (Rossmassler, 1838)",Animalia,Mollusca,Gastropoda,Волохатик довговолосий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trochulus bielzi (Bielz, 1860)",Animalia,Mollusca,Gastropoda,Волохатик карпатський,,,,,,,,,,,рідкісний,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petasina bielzi (E.A. Bielz 1859),Animalia,Mollusca,Gastropoda,Петасіна Більца,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plicuteria lubomirskii (Slosarski, 1881)",Animalia,Mollusca,Gastropoda,Волохатик Любомирського,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prostenomphalia carpathica Baidashnikov, 1985",Animalia,Mollusca,Gastropoda,Простеномфалія карпатська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Calyptraea chinensis (Linnaeus, 1758)",Animalia,Mollusca,Gastropoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
